SITENO,SITENAME,CATEGORY,AGENCY,LONGDD,LATDD,SITEURL
2236901,"PALATLAKAHA R BL SPWY AT CH LK OUT NR GROVELAND,FL",ST,USGS,-81.8225775,28.59249809,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236901
2236900,"PALATLAKAHA R AT CHERRY LK OUT NEAR GROVELAND, FL",ST,USGS,-81.8222998,28.59277586,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236900
2295630,THOMPSON BRANCH NEAR WAUCHULA FL,ST,USGS,-81.8173049,27.5300373,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02295630
2294650,"PEACE RIVER AT SR 60 AT BARTOW, FL",ST,USGS,-81.8173036,27.90224784,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294650
2294760,BARBER BRANCH NEAR HOMELAND FL,ST,USGS,-81.8122222,27.83833333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294760
2294330,LAKE LENA RUN NEAR AUBURNDALE FL,ST,USGS,-81.8120249,28.00002249,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294330
2294747,SIXMILE CREEK AT BARTOW FL,ST,USGS,-81.8094778,27.8634972,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294747
2293090,"Popash Creek at Leetana Rd. nr North Fort Myers,FL",ST,USGS,-81.8086667,26.71571667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02293090
2295163,WHIDDEN CREEK NEAR FORT MEADE FL,ST,USGS,-81.8075826,27.707254,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02295163
2294775,PEACE RIVER AT CLEAR SPRINGS NEAR BARTOW FL,ST,USGS,-81.8075,27.86333333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294775
2295440,PEACE RIVER AT STATE HWY 664A NEAR WAUCHULA FL,ST,USGS,-81.8047222,27.57555556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02295440
2294655,PEACE RIVER NEAR BARTOW FL,ST,USGS,-81.8044444,27.88305556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294655
2295194,PEACE RIVER AT BOWLING GREEN FL,ST,USGS,-81.8023047,27.6461448,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02295194
2294705,PEACE RV DISTRIBUTARY AT DOVER SINK NR BARTOW FL,ST,USGS,-81.8016667,27.87277778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294705
2295637,"PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL",ST,USGS,-81.8009157,27.5044825,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02295637
2294781,PEACE RIVER NEAR HOMELAND FL,ST,USGS,-81.7995263,27.8211393,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294781
2295580,LITTLE CHARLIE CREEK NEAR MOUTH NEAR WAUCHULA FL,ST,USGS,-81.7968333,27.57905556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02295580
2296500,CHARLIE CREEK NEAR GARDNER FL,ST,USGS,-81.7964708,27.37504297,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02296500
2291580,"NORTH BRANCH ESTERO RIVER AT ESTERO, FL",ST,USGS,-81.7959722,26.44294444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02291580
2294161,PEACE CREEK NEAR BARTOW FL,ST,USGS,-81.7955556,27.92444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294161
2291597,"SOUTH BRANCH ESTERO RIVER AT ESTERO, FL",ST,USGS,-81.7934444,26.42875,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02291597
2.64E+14,"ORANGE RIVER AT SR-80 NEAR FT MYERS, FLA",ST,USGS,-81.7924806,26.68886944,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264115081473200
2291524,"SPRING CREEK HEADWATER NEAR BONITA SPRINGS, FL",ST,USGS,-81.7903611,26.36233333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02291524
2298123,PRAIRIE CREEK NEAR FORT OGDEN FL,ST,USGS,-81.7845267,27.05199986,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02298123
2236840,"LAKE MINNEHAHA AT CLERMONT, FL",LK,USGS,-81.7834099,28.544167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236840
2294898,PEACE RIVER AT FORT MEADE FL,ST,USGS,-81.7820266,27.7514193,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02294898
2236605,"LITTLE CREEK AT GREEN SWAMP ROAD NEAR CLERMONT, FL",ST,USGS,-81.7814655,28.4486152,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236605
2.64E+14,"CALOOSAHATCHEE R AT SR-31 BRIDGE NR FT MYERS, FL",ST,USGS,-81.76225,26.71574444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264257081454100
2293055,"ORANGE RIVER NEAR BUCKINGHAM, FL",ST,USGS,-81.7594444,26.69194444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02293055
2291500,"IMPERIAL RIVER NEAR BONITA SPRINGS, FL",ST,USGS,-81.74938889,26.33583333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02291500
2298110,PRAIRIE CREEK UPSTREAM OF SR 31 NEAR FT OGDEN FL,ST,USGS,-81.7431667,27.04155556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02298110
2236500,"BIG CREEK NEAR CLERMONT, FL",ST,USGS,-81.74007599,28.44778229,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236500
2295520,LITTLE CHARLIE CREEK NEAR BOWLING GREEN FL,ST,USGS,-81.72775,27.62708333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02295520
2293987,PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL,ST,USGS,-81.7267463,27.92474686,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02293987
2266239,"TROUT LAKE NEAR CLERMONT, FL",LK,USGS,-81.7164645,28.45139337,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266239
2237698,"APOPKA FLOW-WAY FEEDER CANAL NEAR ASTATULA, FL",ST,USGS,-81.705909,28.66638527,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02237698
22929176,"TELEGRAPH CREEK AT STATE HIGHWAY AT OLGA, FL",ST,USGS,-81.7034528,26.72735833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=022929176
2292901,"CALOOSAHATCHEE RIVER BELOW S-79 NEAR OLGA, FLA.",ST,USGS,-81.6959333,26.72275833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02292901
2295013,BOWLEGS CREEK NEAR FORT MEADE FL,ST,USGS,-81.6953579,27.70003166,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02295013
2292900,"CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA",ST,USGS,-81.69313699,26.72173487,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02292900
2236350,"GREEN SWAMP RUN NEAR EVA, FL",ST,USGS,-81.6853534,28.3111212,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236350
2237700,"APOPKA-BEAUCLAIR CANAL NEAR ASTATULA, FL",ST,USGS,-81.6847976,28.72249444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02237700
2237701,"APOPKA-BEAUCLAIR CANAL BL DAM NEAR ASTATULA, FL",ST,USGS,-81.6847976,28.72304997,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02237701
2296260,CHARLIE CREEK NEAR CREWSVILLE FL,ST,USGS,-81.6784128,27.45948376,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02296260
2.82E+14,INTERMITTENT STREAM AT SR545 NR VINELAND,ST,USGS,-81.637019,28.3977847,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=282351081381600
2.64E+14,CYPRESS CREEK AT MOUTH NEAR ALVA FL,ST,USGS,-81.6357833,26.71976667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264311081380800
2266200,"WHITTENHORSE CREEK NEAR VINELAND, FL",ST,USGS,-81.6164632,28.38500749,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266200
2266026,10B REEDY CREEK BELOW S-46 NR VINELAND FLA,ST,USGS,-81.61146309,28.40417345,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266026
2266025,"REEDY CREEK AT S-46 NEAR VINELAND, FL",ST,USGS,-81.61146309,28.4052845,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266025
2266205,"WHITTENHORSE CREEK AT S-411, NEAR VINELAND, FL",ST,USGS,-81.6109075,28.39306276,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266205
2266206,"WHITTENHORSE BELOW S-411 NR VINELAND,FL",ST,USGS,-81.6106298,28.39306277,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266206
2266292,"LATERAL 405 BL S405A NR DR PHILLIPS, FL",ST,USGS,-81.6086852,28.42639484,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266292
2266291,"LATERAL 405 AT S-405A, NEAR DOCTOR PHILLIPS, FL",ST,USGS,-81.6052778,28.42694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266291
2266296,"LATERAL 410 BL S-410 NR VINELAND, FL",ST,USGS,-81.59868518,28.36639716,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266296
2266295,"LATERAL 410 AT S-410 NEAR VINELAND, FL",ST,USGS,-81.5984074,28.36639716,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266295
2266480,"DAVENPORT CREEK NEAR LOUGHMAN, FL",ST,USGS,-81.5909074,28.271123,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266480
2266293,"10B LATERAL 405 AB S-405 NEAR VINELAND, FLA",ST,USGS,-81.5844349,28.39472948,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266293
2266294,10B LATERAL 405 BL S-405 NEAR VINELAND FLA,ST,USGS,-81.5843794,28.3945628,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266294
2266300,"REEDY CREEK NEAR VINELAND, FL",ST,USGS,-81.579796,28.33278738,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266300
2.64E+14,CALOOSAHATCHEE RV AT TOWNSEND CANAL NR ALVA FL,ST,USGS,-81.5625306,26.7141472,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264251081334400
2292780,"TOWNSEND CANAL NEAR ALVA,FL",ST,USGS,-81.5580361,26.70775278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02292780
2263850,"BAY LAKE NEAR VINELAND, FL",LK,USGS,-81.5575734,28.41361777,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02263850
2266495,"REEDY CREEK AT S-40, NEAR LOUGHMAN, FL",ST,USGS,-81.5439622,28.27584517,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266495
2266496,"REEDY CREEK BELOW S-40, NEAR LOUGHMAN, FL",ST,USGS,-81.54368439,28.27584517,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266496
2266500,"REEDY CREEK NEAR LOUGHMAN, FL",ST,USGS,-81.536462,28.2636234,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266500
2266650,"LAKE MARION NEAR HAINES CITY, FL",LK,USGS,-81.5306297,28.09918426,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266650
2264061,"LATERAL 101 BELOW S-101 NR BUENA VISTA,FL",ST,USGS,-81.5289619,28.3708417,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264061
2264060,"LATERAL 101 AT S-101, NEAR LAKE BUENA VISTA, FL",ST,USGS,-81.5289619,28.37111947,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264060
2264004,LATERAL 103 BELOW S-103A NR VINELAND,ST,USGS,-81.52535068,28.38917437,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264004
2264003,"CYPRESS CREEK CANAL AT S-103A NEAR VINELAND, FL",ST,USGS,-81.5250729,28.38945214,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264003
2264100,"BONNET CREEK NEAR VINELAND, FL",ST,USGS,-81.5206284,28.32528785,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264100
2264000,"CYPRESS CREEK AT VINELAND, FL",ST,USGS,-81.5195173,28.39056323,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264000
2264051,"BLACK LK OUTLET AT S-101A, AT LAKE BUENA VISTA, FL",ST,USGS,-81.515,28.37444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264051
2292740,JACKS BRANCH AT CR 78 NR FT DENAUD FL,ST,USGS,-81.5132333,26.74742778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02292740
2292700,10B CALOOSAHATCHEE R AT DENAUD FLA,ST,USGS,-81.511775,26.74481389,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02292700
2264030,LK BUENA VIS TR AT HOTEL PL BLVD AT LK BUENA VISTA,ST,USGS,-81.5069722,28.3805,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264030
2291200,"LAKE TRAFFORD NR IMMOKALEE, FLA.",LK,USGS,-81.4832194,26.4326361,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02291200
2255600,"FISHEATING CREEK NEAR LAKE PLACID,FL",ST,USGS,-81.4614637,27.20921499,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02255600
2263800,"SHINGLE CREEK AT AIRPORT NEAR KISSIMMEE, FL",ST,USGS,-81.450905,28.3041775,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02263800
2264495,"SHINGLE CREEK AT CAMPBELL, FL",ST,USGS,-81.4478495,28.26723444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02264495
2269520,LIVINGSTON CREEK NEAR FROSTPROOF FL,ST,USGS,-81.4464626,27.708641,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02269520
2268390,TIGER CREEK NEAR BABSON PARK FL,ST,USGS,-81.4436846,27.81141547,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02268390
2266550,"REEDY CREEK AT STATE HWY 531 NEAR POINSIANNA, FL",ST,USGS,-81.4409055,28.15001585,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02266550
2.65E+14,CALOOSAHATCHEE RIV AT LABELLE NR FT MYERS,ST,USGS,-81.435975,26.76917778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264608081261500
2268600,"LAKE ROSALIE NEAR LAKE WALES, FL",LK,USGS,-81.4236838,27.9433555,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02268600
2234990,"LITTLE WEKIVA RIVER NEAR ALTAMONTE SPRINGS, FL",ST,USGS,-81.3970138,28.6872192,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234990
2271500,JOSEPHINE CREEK NEAR DE SOTO CITY FL,ST,USGS,-81.3934062,27.3742078,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02271500
2270000,CARTER CREEK NEAR SEBRING FL,ST,USGS,-81.3875724,27.53225706,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02270000
2268400,"LAKE WEOHYAKAPKA AT INDIAN LAKE ESTATES, FL",LK,USGS,-81.3875722,27.8141929,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02268400
2.65E+14,CALOOSAHATCHEE RV AT CYPRESS BRANCH NR LA BELLE FL,ST,USGS,-81.3535611,26.797175,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264752081210800
2234308,"HOWELL CREEK NEAR ALTAMONTE SPRINGS, FL",ST,USGS,-81.32312349,28.6324987,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234308
2256500,"FISHEATING CREEK AT PALMDALE, FL",ST,USGS,-81.3147949,26.9325585,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02256500
2262900,"BOGGY CREEK NEAR TAFT, FL",ST,USGS,-81.3106247,28.37139699,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02262900
2234384,"SOLDIER CREEK NEAR LONGWOOD, FL",ST,USGS,-81.308678,28.71888466,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234384
2292490,GOODNO CANAL BELOW S-78 NEAR LABELLE FL,ST,USGS,-81.30495,26.78790556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02292490
2.65E+14,CALOSAHATCHEE RIVER UPSTREAM FROM ORTANA LOCK,ST,USGS,-81.3018056,26.78892778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264718081181701
2270500,"ARBUCKLE CREEK NEAR DE SOTO CITY, FL",ST,USGS,-81.2970278,27.44238889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02270500
2234400,"GEE CREEK NEAR LONGWOOD, FL",ST,USGS,-81.2906221,28.7041629,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234400
2234324,"HOWELL CREEK NEAR SLAVIA, FL",ST,USGS,-81.2645109,28.64777587,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234324
2234344,"HOWELL CREEK AT STATE HWY 434 NEAR OVIEDO, FL",ST,USGS,-81.2475656,28.68999664,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234344
2233200,"LITTLE ECONLOCKHATCHEE RIVER NEAR UNION PARK, FL",ST,USGS,-81.243956,28.5250021,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02233200
2.65E+14,CALOOSAHATCHEE RV 4 MILES AB S78 NR LA BELLE FL,ST,USGS,-81.2388028,26.79225278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264732081142000
2233475,"LT ECONLOCKHATCHEE R AT STATE HWY434 NR OVIEDO, FL",ST,USGS,-81.20784299,28.6199987,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02233475
2273230,"C-41 CANAL NEAR BRIGHTON, FL",ST,USGS,-81.201458,27.21393588,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02273230
2.65E+14,CALOOSAHATCHEECANAL SOUTHWEST OFMOORE HAVEN FLA,ST,USGS,-81.1720611,26.7840861,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264700081101500
2233484,"ECONLOCKHATCHEE RIVER NEAR OVIEDO, FL",ST,USGS,-81.169786,28.65555285,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02233484
2257750,"HARNEY POND CANAL 2.4 MILES BL S70 NR LAKEPORT, FL",ST,USGS,-81.1327222,27.09083333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02257750
2257000,"FISHEATING CREEK AT LAKEPORT, FL",ST,USGS,-81.11784588,26.96255665,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02257000
2233500,"ECONLOCKHATCHEE RIVER NEAR CHULUOTA, FL",ST,USGS,-81.1141667,28.67777778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02233500
2.65E+14,STA 2 LEVEE CHANNEL,ST,USGS,-81.1037806,26.86371389,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=265151081061200
2292010,CALOOSAHATCHEE CANAL DWS OF S-77 AT MOORE HAVEN FL,ST,USGS,-81.08888889,26.83333333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02292010
2.65E+14,"RIM CANAL E OF ALVIN MOORE RAMP AT MOORE HAVEN,FL",ST,USGS,-81.0807722,26.8394861,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=265022081045000
2.62E+14,WEST FEEDER CANAL ABV WEST WEIR NR  CLEWISTON FL,ST,USGS,-81.0744444,26.30233333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=261808081042800
2257790,"HARNEY POND CANAL ABOVE S-71 NR LAKEPORT, FL",ST,USGS,-81.0714972,27.0389222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02257790
2258800,"INDIAN PRAIRIE CANAL AB PUMP STA NR OKEECHOBEE, FL",ST,USGS,-81.0699806,27.15438056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02258800
2234000,"ST. JOHNS RIVER ABOVE LAKE HARNEY NEAR GENEVA, FL",ST,USGS,-81.0353374,28.7141611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234000
2259100,"INDIAN PRAIRIE CANAL ABOVE S-72 NR OKEECHOBEE, FL",ST,USGS,-81.0091722,27.0964472,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02259100
2.65E+14,"LAKE OKEE RIM CANAL AT MARKER 4 NR MOORE HAVEN, FL",LK,USGS,-80.9829,26.811,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264840080585800
2.62E+14,"NORTH FEEDER CANAL BLW PC17A NR CLEWISTON, FL",ST,USGS,-80.9793333,26.34375,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=262038080584600
2272676,"CYPRESS SLOUGH NEAR BASINGER, FL",ST,USGS,-80.97589739,27.38031945,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02272676
2.62E+14,L-28 INTERCEPTOR CANAL BLW S-190 NEAR CLEWISTON FL,ST,USGS,-80.954233,26.25952746,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=261533080571600
2232500,"ST. JOHNS RIVER NEAR CHRISTMAS, FL",ST,USGS,-80.943392,28.54305529,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232500
2232415,"TAYLOR CREEK NEAR COCOA, FL",ST,USGS,-80.9283928,28.3525071,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232415
2272650,"FISH SLOUGH NEAR BASINGER, FL",ST,USGS,-80.9220072,27.46531709,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02272650
2.65E+14,INDUSTRIAL CANAL AT CLEWISTON,ST,USGS,-80.9179804,26.76075867,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264514080550700
2232200,"WOLF CREEK NEAR DEER PARK, FL",ST,USGS,-80.91089309,28.2130681,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232200
2.65E+14,"LAKE OKEECHOBEE ICW AT MARKER 10A NR CLEWISTON, FL",LK,USGS,-80.9056,26.7753,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=264631080542600
2273630,"POPASH SLOUGH NEAR OKEECHOBEE, FL",ST,USGS,-80.8964511,27.24393485,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02273630
2232155,"PENNYWASH CREEK NEAR DEER PARK, FL",ST,USGS,-80.8953373,28.18195808,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232155
2231600,"JANE GREEN CREEK NEAR DEER PARK, FL",ST,USGS,-80.8881155,28.074462,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02231600
2289035,"THREE MILE CANAL BELOW G409 NEAR CLEWISTON, FL",ST,USGS,-80.8816111,26.32719444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02289035
2274010,"TAYLOR CREEK NEAR OKEECHOBEE, FL",ST,USGS,-80.8725617,27.3653202,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02274010
2232400,"ST. JOHNS RIVER NEAR COCOA, FL",ST,USGS,-80.8725578,28.36972837,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232400
2274005,"OTTER CREEK NEAR OKEECHOBEE, FL",ST,USGS,-80.8453388,27.37754217,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02274005
2274325,"TAYLOR CREEK AT GRASSY ISLAND NR OKEECHOBEE, FL",ST,USGS,-80.8383333,27.31638889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02274325
2276400,"LAKE OKEECHOBEE, FL",LK,USGS,-80.83311669,26.95033415,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02276400
2.62E+14,"L-28 CANAL ABOVE S-140 NEAR CLEWISTON, FL",ST,USGS,-80.83034079,26.26230464,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=261543080495000
2274505,"WOLFF CREEK NR OKEECHOBEE,FL",ST,USGS,-80.8239494,27.28087828,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02274505
2274490,"WILLIAMSON DITCH NEAR OKEECHOBEE, FL",ST,USGS,-80.8189493,27.3047665,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02274490
